variable,region,Source,Series,year,value,Unit,RID
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,1995,9,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,1995,72,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,1995,5681,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,1995,3231,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,1995,1586,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,1995,5,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,26,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,1995,57,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,1995,9498,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,1995,12194,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,1995,17430,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,1995,72,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,1995,1764,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,1995,6,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,1995,10062,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,1995,1,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,1995,34,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,1995,47,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,1995,3011,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,1995,7237,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,1995,261,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,1995,2,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,77,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,1995,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,1995,1675,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,1995,27398,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,1995,125,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,1995,142,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,1995,9456,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,1995,88,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,1995,12141,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,1995,11842,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,1995,5047,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,1995,27899,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,1995,23204,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,1995,10801,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,1995,15927,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,1995,10923,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,24738,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,1995,11270,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,1995,141651,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,1995,158140,Mm3,12
Outflow to sea and net extract,CANTERBURY,NIWA,Annual June Year,1995,42892,Mm3,13
Outflow to sea and net extract,OTAGO,NIWA,Annual June Year,1995,45482,Mm3,14
Outflow to sea and net extract,SOUTHLAND,NIWA,Annual June Year,1995,64037,Mm3,15
Outflow to sea and net extract,TASMAN,NIWA,Annual June Year,1995,14054,Mm3,16
Outflow to sea and net extract,NELSON,NIWA,Annual June Year,1995,533,Mm3,17
Outflow to sea and net extract,MARLBOROUGH,NIWA,Annual June Year,1995,14335,Mm3,18
Outflow to sea and net extract,SOUTH_ISLAND,NIWA,Annual June Year,1995,339472,Mm3,19
Outflow to sea and net extract,NEW_ZEALAND,NIWA,Annual June Year,1995,481123,Mm3,20
Precipitation,NORTHLAND,NIWA,Annual June Year,1995,20238,Mm3,1
Precipitation,AUCKLAND,NIWA,Annual June Year,1995,7789,Mm3,2
Precipitation,WAIKATO,NIWA,Annual June Year,1995,42270,Mm3,3
Precipitation,BAY_OF_PLENTY,NIWA,Annual June Year,1995,29329,Mm3,4
Precipitation,GISBORNE,NIWA,Annual June Year,1995,20664,Mm3,5
Precipitation,HAWKES_BAY,NIWA,Annual June Year,1995,22310,Mm3,6
Precipitation,TARANAKI,NIWA,Annual June Year,1995,15408,Mm3,7
Precipitation,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,36797,Mm3,8
Precipitation,WELLINGTON,NIWA,Annual June Year,1995,16296,Mm3,9
Precipitation,NORTH_ISLAND,NIWA,Annual June Year,1995,211102,Mm3,10
Precipitation,WEST_COAST,NIWA,Annual June Year,1995,163628,Mm3,12
Precipitation,CANTERBURY,NIWA,Annual June Year,1995,70729,Mm3,13
Precipitation,OTAGO,NIWA,Annual June Year,1995,38754,Mm3,14
Precipitation,SOUTHLAND,NIWA,Annual June Year,1995,77161,Mm3,15
Precipitation,TASMAN,NIWA,Annual June Year,1995,26945,Mm3,16
Precipitation,NELSON,NIWA,Annual June Year,1995,815,Mm3,17
Precipitation,MARLBOROUGH,NIWA,Annual June Year,1995,20151,Mm3,18
Precipitation,SOUTH_ISLAND,NIWA,Annual June Year,1995,398182,Mm3,19
Precipitation,NEW_ZEALAND,NIWA,Annual June Year,1995,609284,Mm3,20
Total Change in Storage,NORTHLAND,NIWA,Annual June Year,1995,364,Mm3,1
Total Change in Storage,AUCKLAND,NIWA,Annual June Year,1995,95,Mm3,2
Total Change in Storage,WAIKATO,NIWA,Annual June Year,1995,-4,Mm3,3
Total Change in Storage,BAY_OF_PLENTY,NIWA,Annual June Year,1995,102,Mm3,4
Total Change in Storage,GISBORNE,NIWA,Annual June Year,1995,205,Mm3,5
Total Change in Storage,HAWKES_BAY,NIWA,Annual June Year,1995,161,Mm3,6
Total Change in Storage,TARANAKI,NIWA,Annual June Year,1995,-106,Mm3,7
Total Change in Storage,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,274,Mm3,8
Total Change in Storage,WELLINGTON,NIWA,Annual June Year,1995,299,Mm3,9
Total Change in Storage,NORTH_ISLAND,NIWA,Annual June Year,1995,1390,Mm3,10
Total Change in Storage,WEST_COAST,NIWA,Annual June Year,1995,-262,Mm3,12
Total Change in Storage,CANTERBURY,NIWA,Annual June Year,1995,1551,Mm3,13
Total Change in Storage,OTAGO,NIWA,Annual June Year,1995,-71,Mm3,14
Total Change in Storage,SOUTHLAND,NIWA,Annual June Year,1995,-390,Mm3,15
Total Change in Storage,TASMAN,NIWA,Annual June Year,1995,-314,Mm3,16
Total Change in Storage,NELSON,NIWA,Annual June Year,1995,3,Mm3,17
Total Change in Storage,MARLBOROUGH,NIWA,Annual June Year,1995,-13,Mm3,18
Total Change in Storage,SOUTH_ISLAND,NIWA,Annual June Year,1995,504,Mm3,19
Total Change in Storage,NEW_ZEALAND,NIWA,Annual June Year,1995,1894,Mm3,20
Total Inflows,NORTHLAND,NIWA,Annual June Year,1995,20240,Mm3,1
Total Inflows,AUCKLAND,NIWA,Annual June Year,1995,7798,Mm3,2
Total Inflows,WAIKATO,NIWA,Annual June Year,1995,42342,Mm3,3
Total Inflows,BAY_OF_PLENTY,NIWA,Annual June Year,1995,35010,Mm3,4
Total Inflows,GISBORNE,NIWA,Annual June Year,1995,23895,Mm3,5
Total Inflows,HAWKES_BAY,NIWA,Annual June Year,1995,23896,Mm3,6
Total Inflows,TARANAKI,NIWA,Annual June Year,1995,15413,Mm3,7
Total Inflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,36823,Mm3,8
Total Inflows,WELLINGTON,NIWA,Annual June Year,1995,16353,Mm3,9
Total Inflows,WEST_COAST,NIWA,Annual June Year,1995,173126,Mm3,12
Total Inflows,CANTERBURY,NIWA,Annual June Year,1995,82923,Mm3,13
Total Inflows,OTAGO,NIWA,Annual June Year,1995,56184,Mm3,14
Total Inflows,SOUTHLAND,NIWA,Annual June Year,1995,77233,Mm3,15
Total Inflows,TASMAN,NIWA,Annual June Year,1995,28709,Mm3,16
Total Inflows,NELSON,NIWA,Annual June Year,1995,821,Mm3,17
Total Inflows,MARLBOROUGH,NIWA,Annual June Year,1995,30213,Mm3,18
Total Outflows,NORTHLAND,NIWA,Annual June Year,1995,19876,Mm3,1
Total Outflows,AUCKLAND,NIWA,Annual June Year,1995,7703,Mm3,2
Total Outflows,WAIKATO,NIWA,Annual June Year,1995,42347,Mm3,3
Total Outflows,BAY_OF_PLENTY,NIWA,Annual June Year,1995,34908,Mm3,4
Total Outflows,GISBORNE,NIWA,Annual June Year,1995,23690,Mm3,5
Total Outflows,HAWKES_BAY,NIWA,Annual June Year,1995,23736,Mm3,6
Total Outflows,TARANAKI,NIWA,Annual June Year,1995,15520,Mm3,7
Total Outflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,1995,36549,Mm3,8
Total Outflows,WELLINGTON,NIWA,Annual June Year,1995,16054,Mm3,9
Total Outflows,WEST_COAST,NIWA,Annual June Year,1995,173388,Mm3,12
Total Outflows,CANTERBURY,NIWA,Annual June Year,1995,81372,Mm3,13
Total Outflows,OTAGO,NIWA,Annual June Year,1995,56255,Mm3,14
Total Outflows,SOUTHLAND,NIWA,Annual June Year,1995,77623,Mm3,15
Total Outflows,TASMAN,NIWA,Annual June Year,1995,29023,Mm3,16
Total Outflows,NELSON,NIWA,Annual June Year,1995,818,Mm3,17
Total Outflows,MARLBOROUGH,NIWA,Annual June Year,1995,30226,Mm3,18
change in Groundwater,NORTHLAND,GNS,Annual June Year,1995,199,Mm3,1
change in Groundwater,AUCKLAND,GNS,Annual June Year,1995,-7,Mm3,2
change in Groundwater,WAIKATO,GNS,Annual June Year,1995,-123,Mm3,3
change in Groundwater,BAY_OF_PLENTY,GNS,Annual June Year,1995,-98,Mm3,4
change in Groundwater,GISBORNE,GNS,Annual June Year,1995,29,Mm3,5
change in Groundwater,HAWKES_BAY,GNS,Annual June Year,1995,34,Mm3,6
change in Groundwater,TARANAKI,GNS,Annual June Year,1995,-152,Mm3,7
change in Groundwater,MANAWATU_WHANGANUI,GNS,Annual June Year,1995,-7,Mm3,8
change in Groundwater,WELLINGTON,GNS,Annual June Year,1995,-15,Mm3,9
change in Groundwater,NORTH_ISLAND,GNS,Annual June Year,1995,-140,Mm3,10
change in Groundwater,WEST_COAST,GNS,Annual June Year,1995,-47,Mm3,12
change in Groundwater,CANTERBURY,GNS,Annual June Year,1995,-28,Mm3,13
change in Groundwater,OTAGO,GNS,Annual June Year,1995,297,Mm3,14
change in Groundwater,SOUTHLAND,GNS,Annual June Year,1995,-208,Mm3,15
change in Groundwater,TASMAN,GNS,Annual June Year,1995,-276,Mm3,16
change in Groundwater,NELSON,GNS,Annual June Year,1995,0,Mm3,17
change in Groundwater,MARLBOROUGH,GNS,Annual June Year,1995,-66,Mm3,18
change in Groundwater,SOUTH_ISLAND,GNS,Annual June Year,1995,-328,Mm3,19
change in Groundwater,NEW_ZEALAND,GNS,Annual June Year,1995,-468,Mm3,20
Change in Ice Volume,NORTHLAND,NIWA,Annual June Year,1996,,Mm3,1
Change in Ice Volume,AUCKLAND,NIWA,Annual June Year,1996,,Mm3,2
Change in Ice Volume,WAIKATO,NIWA,Annual June Year,1996,0,Mm3,3
Change in Ice Volume,BAY_OF_PLENTY,NIWA,Annual June Year,1996,,Mm3,4
Change in Ice Volume,GISBORNE,NIWA,Annual June Year,1996,,Mm3,5
Change in Ice Volume,HAWKES_BAY,NIWA,Annual June Year,1996,,Mm3,6
Change in Ice Volume,TARANAKI,NIWA,Annual June Year,1996,,Mm3,7
Change in Ice Volume,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,0,Mm3,8
Change in Ice Volume,WELLINGTON,NIWA,Annual June Year,1996,,Mm3,9
Change in Ice Volume,NORTH_ISLAND,NIWA,Annual June Year,1996,0,Mm3,10
Change in Ice Volume,WEST_COAST,NIWA,Annual June Year,1996,-103,Mm3,12
Change in Ice Volume,CANTERBURY,NIWA,Annual June Year,1996,-132,Mm3,13
Change in Ice Volume,OTAGO,NIWA,Annual June Year,1996,-15,Mm3,14
Change in Ice Volume,SOUTHLAND,NIWA,Annual June Year,1996,-4,Mm3,15
Change in Ice Volume,TASMAN,NIWA,Annual June Year,1996,,Mm3,16
Change in Ice Volume,NELSON,NIWA,Annual June Year,1996,,Mm3,17
Change in Ice Volume,MARLBOROUGH,NIWA,Annual June Year,1996,0,Mm3,18
Change in Ice Volume,SOUTH_ISLAND,NIWA,Annual June Year,1996,-254,Mm3,19
Change in Ice Volume,NEW_ZEALAND,NIWA,Annual June Year,1996,-255,Mm3,20
Change in Snow,NORTHLAND,NIWA,Annual June Year,1996,0,Mm3,1
Change in Snow,AUCKLAND,NIWA,Annual June Year,1996,0,Mm3,2
Change in Snow,WAIKATO,NIWA,Annual June Year,1996,0,Mm3,3
Change in Snow,BAY_OF_PLENTY,NIWA,Annual June Year,1996,0,Mm3,4
Change in Snow,GISBORNE,NIWA,Annual June Year,1996,0,Mm3,5
Change in Snow,HAWKES_BAY,NIWA,Annual June Year,1996,-4,Mm3,6
Change in Snow,TARANAKI,NIWA,Annual June Year,1996,1,Mm3,7
Change in Snow,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,24,Mm3,8
Change in Snow,WELLINGTON,NIWA,Annual June Year,1996,40,Mm3,9
Change in Snow,NORTH_ISLAND,NIWA,Annual June Year,1996,60,Mm3,10
Change in Snow,WEST_COAST,NIWA,Annual June Year,1996,766,Mm3,12
Change in Snow,CANTERBURY,NIWA,Annual June Year,1996,-146,Mm3,13
Change in Snow,OTAGO,NIWA,Annual June Year,1996,70,Mm3,14
Change in Snow,SOUTHLAND,NIWA,Annual June Year,1996,243,Mm3,15
Change in Snow,TASMAN,NIWA,Annual June Year,1996,25,Mm3,16
Change in Snow,NELSON,NIWA,Annual June Year,1996,0,Mm3,17
Change in Snow,MARLBOROUGH,NIWA,Annual June Year,1996,-32,Mm3,18
Change in Snow,SOUTH_ISLAND,NIWA,Annual June Year,1996,927,Mm3,19
Change in Snow,NEW_ZEALAND,NIWA,Annual June Year,1996,987,Mm3,20
Change in Soil Moisture,NORTHLAND,NIWA,Annual June Year,1996,20,Mm3,1
Change in Soil Moisture,AUCKLAND,NIWA,Annual June Year,1996,3,Mm3,2
Change in Soil Moisture,WAIKATO,NIWA,Annual June Year,1996,46,Mm3,3
Change in Soil Moisture,BAY_OF_PLENTY,NIWA,Annual June Year,1996,-41,Mm3,4
Change in Soil Moisture,GISBORNE,NIWA,Annual June Year,1996,-103,Mm3,5
Change in Soil Moisture,HAWKES_BAY,NIWA,Annual June Year,1996,-48,Mm3,6
Change in Soil Moisture,TARANAKI,NIWA,Annual June Year,1996,-9,Mm3,7
Change in Soil Moisture,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,-288,Mm3,8
Change in Soil Moisture,WELLINGTON,NIWA,Annual June Year,1996,-238,Mm3,9
Change in Soil Moisture,NORTH_ISLAND,NIWA,Annual June Year,1996,-657,Mm3,10
Change in Soil Moisture,WEST_COAST,NIWA,Annual June Year,1996,168,Mm3,12
Change in Soil Moisture,CANTERBURY,NIWA,Annual June Year,1996,-99,Mm3,13
Change in Soil Moisture,OTAGO,NIWA,Annual June Year,1996,8,Mm3,14
Change in Soil Moisture,SOUTHLAND,NIWA,Annual June Year,1996,45,Mm3,15
Change in Soil Moisture,TASMAN,NIWA,Annual June Year,1996,24,Mm3,16
Change in Soil Moisture,NELSON,NIWA,Annual June Year,1996,-2,Mm3,17
Change in Soil Moisture,MARLBOROUGH,NIWA,Annual June Year,1996,-33,Mm3,18
Change in Soil Moisture,SOUTH_ISLAND,NIWA,Annual June Year,1996,112,Mm3,19
Change in Soil Moisture,NEW_ZEALAND,NIWA,Annual June Year,1996,-546,Mm3,20
Change in Lakes,NORTHLAND,NIWA,Annual June Year,1996,0,Mm3,1
Change in Lakes,AUCKLAND,NIWA,Annual June Year,1996,-1,Mm3,2
Change in Lakes,WAIKATO,NIWA,Annual June Year,1996,69,Mm3,3
Change in Lakes,BAY_OF_PLENTY,NIWA,Annual June Year,1996,-7,Mm3,4
Change in Lakes,GISBORNE,NIWA,Annual June Year,1996,0,Mm3,5
Change in Lakes,HAWKES_BAY,NIWA,Annual June Year,1996,-21,Mm3,6
Change in Lakes,TARANAKI,NIWA,Annual June Year,1996,0,Mm3,7
Change in Lakes,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,-6,Mm3,8
Change in Lakes,WELLINGTON,NIWA,Annual June Year,1996,-47,Mm3,9
Change in Lakes,NORTH_ISLAND,NIWA,Annual June Year,1996,-15,Mm3,10
Change in Lakes,WEST_COAST,NIWA,Annual June Year,1996,0,Mm3,12
Change in Lakes,CANTERBURY,NIWA,Annual June Year,1996,177,Mm3,13
Change in Lakes,OTAGO,NIWA,Annual June Year,1996,66,Mm3,14
Change in Lakes,SOUTHLAND,NIWA,Annual June Year,1996,177,Mm3,15
Change in Lakes,TASMAN,NIWA,Annual June Year,1996,-4,Mm3,16
Change in Lakes,NELSON,NIWA,Annual June Year,1996,0,Mm3,17
Change in Lakes,MARLBOROUGH,NIWA,Annual June Year,1996,0,Mm3,18
Change in Lakes,SOUTH_ISLAND,NIWA,Annual June Year,1996,415,Mm3,19
Change in Lakes,NEW_ZEALAND,NIWA,Annual June Year,1996,401,Mm3,20
Evapotranspiration,NORTHLAND,NIWA,Annual June Year,1996,8690,Mm3,1
Evapotranspiration,AUCKLAND,NIWA,Annual June Year,1996,2894,Mm3,2
Evapotranspiration,WAIKATO,NIWA,Annual June Year,1996,16444,Mm3,3
Evapotranspiration,BAY_OF_PLENTY,NIWA,Annual June Year,1996,9932,Mm3,4
Evapotranspiration,GISBORNE,NIWA,Annual June Year,1996,6037,Mm3,5
Evapotranspiration,HAWKES_BAY,NIWA,Annual June Year,1996,8168,Mm3,6
Evapotranspiration,TARANAKI,NIWA,Annual June Year,1996,4581,Mm3,7
Evapotranspiration,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,12496,Mm3,8
Evapotranspiration,WELLINGTON,NIWA,Annual June Year,1996,5097,Mm3,9
Evapotranspiration,NORTH_ISLAND,NIWA,Annual June Year,1996,74341,Mm3,10
Evapotranspiration,WEST_COAST,NIWA,Annual June Year,1996,12986,Mm3,12
Evapotranspiration,CANTERBURY,NIWA,Annual June Year,1996,12398,Mm3,13
Evapotranspiration,OTAGO,NIWA,Annual June Year,1996,12493,Mm3,14
Evapotranspiration,SOUTHLAND,NIWA,Annual June Year,1996,14164,Mm3,15
Evapotranspiration,TASMAN,NIWA,Annual June Year,1996,5287,Mm3,16
Evapotranspiration,NELSON,NIWA,Annual June Year,1996,220,Mm3,17
Evapotranspiration,MARLBOROUGH,NIWA,Annual June Year,1996,3942,Mm3,18
Evapotranspiration,SOUTH_ISLAND,NIWA,Annual June Year,1996,61489,Mm3,19
Evapotranspiration,NEW_ZEALAND,NIWA,Annual June Year,1996,135830,Mm3,20
Inflow from other regions,NORTHLAND,NIWA,Annual June Year,1996,2,Mm3,1
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,1996,9,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,1996,73,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,1996,5234,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,1996,3030,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,1996,1745,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,1996,5,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,25,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,1996,50,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,1996,9466,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,1996,11630,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,1996,21079,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,1996,77,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,1996,1711,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,1996,5,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,1996,9639,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,1996,0,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,1996,34,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,1996,44,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,1996,2812,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,1996,6954,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,1996,258,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,1996,2,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,69,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,1996,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,1996,1632,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,1996,30613,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,1996,127,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,1996,152,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,1996,9425,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,1996,79,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,1996,11581,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,1996,9953,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,1996,4896,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,1996,29149,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,1996,21412,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,1996,8886,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,1996,16926,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,1996,10616,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,24462,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,1996,10764,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,1996,137064,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,1996,164613,Mm3,12
Outflow to sea and net extract,CANTERBURY,NIWA,Annual June Year,1996,43640,Mm3,13
Outflow to sea and net extract,OTAGO,NIWA,Annual June Year,1996,56866,Mm3,14
Outflow to sea and net extract,SOUTHLAND,NIWA,Annual June Year,1996,65458,Mm3,15
Outflow to sea and net extract,TASMAN,NIWA,Annual June Year,1996,12621,Mm3,16
Outflow to sea and net extract,NELSON,NIWA,Annual June Year,1996,477,Mm3,17
Outflow to sea and net extract,MARLBOROUGH,NIWA,Annual June Year,1996,10974,Mm3,18
Outflow to sea and net extract,SOUTH_ISLAND,NIWA,Annual June Year,1996,354649,Mm3,19
Outflow to sea and net extract,NEW_ZEALAND,NIWA,Annual June Year,1996,491713,Mm3,20
Precipitation,NORTHLAND,NIWA,Annual June Year,1996,18568,Mm3,1
Precipitation,AUCKLAND,NIWA,Annual June Year,1996,7817,Mm3,2
Precipitation,WAIKATO,NIWA,Annual June Year,1996,44841,Mm3,3
Precipitation,BAY_OF_PLENTY,NIWA,Annual June Year,1996,28891,Mm3,4
Precipitation,GISBORNE,NIWA,Annual June Year,1996,18743,Mm3,5
Precipitation,HAWKES_BAY,NIWA,Annual June Year,1996,23531,Mm3,6
Precipitation,TARANAKI,NIWA,Annual June Year,1996,14426,Mm3,7
Precipitation,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,36738,Mm3,8
Precipitation,WELLINGTON,NIWA,Annual June Year,1996,15704,Mm3,9
Precipitation,NORTH_ISLAND,NIWA,Annual June Year,1996,209259,Mm3,10
Precipitation,WEST_COAST,NIWA,Annual June Year,1996,170636,Mm3,12
Precipitation,CANTERBURY,NIWA,Annual June Year,1996,74489,Mm3,13
Precipitation,OTAGO,NIWA,Annual June Year,1996,48151,Mm3,14
Precipitation,SOUTHLAND,NIWA,Annual June Year,1996,80335,Mm3,15
Precipitation,TASMAN,NIWA,Annual June Year,1996,25597,Mm3,16
Precipitation,NELSON,NIWA,Annual June Year,1996,770,Mm3,17
Precipitation,MARLBOROUGH,NIWA,Annual June Year,1996,16810,Mm3,18
Precipitation,SOUTH_ISLAND,NIWA,Annual June Year,1996,416788,Mm3,19
Precipitation,NEW_ZEALAND,NIWA,Annual June Year,1996,626047,Mm3,20
Total Change in Storage,NORTHLAND,NIWA,Annual June Year,1996,-73,Mm3,1
Total Change in Storage,AUCKLAND,NIWA,Annual June Year,1996,2,Mm3,2
Total Change in Storage,WAIKATO,NIWA,Annual June Year,1996,-723,Mm3,3
Total Change in Storage,BAY_OF_PLENTY,NIWA,Annual June Year,1996,-31,Mm3,4
Total Change in Storage,GISBORNE,NIWA,Annual June Year,1996,-105,Mm3,5
Total Change in Storage,HAWKES_BAY,NIWA,Annual June Year,1996,-77,Mm3,6
Total Change in Storage,TARANAKI,NIWA,Annual June Year,1996,-768,Mm3,7
Total Change in Storage,MANAWATU_WHANGANUI,NIWA,Annual June Year,1996,-263,Mm3,8
Total Change in Storage,WELLINGTON,NIWA,Annual June Year,1996,-107,Mm3,9
Total Change in Storage,NORTH_ISLAND,NIWA,Annual June Year,1996,-2145,Mm3,10
Total Change in Storage,WEST_COAST,NIWA,Annual June Year,1996,871,Mm3,12
Total Change in Storage,CANTERBURY,NIWA,Annual June Year,1996,-532,Mm3,13
Total Change in Storage,OTAGO,NIWA,Annual June Year,1996,-255,Mm3,14
Total Change in Storage,SOUTHLAND,NIWA,Annual June Year,1996,639,Mm3,15
Total Change in Storage,TASMAN,NIWA,Annual June Year,1996,-25,Mm3,16
Total Change in Storage,NELSON,NIWA,Annual June Year,1996,-1,Mm3,17
Total Change in Storage,MARLBOROUGH,NIWA,Annual June Year,1996,-47,Mm3,18
